,time,client_idx,neighbors,round_idx,epoch,data_size,train_loss,global_test_acc,global_test_loss
129,2024-10-24 01:18:38.732574,2,"[0, 1, 3, 4, 6, 8]",4,1,54,2.3001025319099426,0.1135,2.302146578216553
130,2024-10-24 01:18:40.901375,10,"[1, 6]",4,0,9570,2.3022775685846906,0.1135,2.30198274269104
131,2024-10-24 01:18:43.068971,10,"[1, 6]",4,1,9570,2.302193851025156,0.1135,2.3018960750579835
132,2024-10-24 01:18:44.426272,14,"[1, 5]",4,0,3126,2.3021643173937894,0.1135,2.3020199058532715
133,2024-10-24 01:18:45.783490,14,"[1, 5]",4,1,3126,2.3020976927815653,0.1135,2.3019815742492677
134,2024-10-24 01:18:47.549949,12,"[4, 11]",4,0,6384,2.3022988063649725,0.1135,2.3021287185668946
135,2024-10-24 01:18:49.314798,12,"[4, 11]",4,1,6384,2.3021336952247715,0.1135,2.302008848571777
136,2024-10-24 01:18:50.552223,7,"[3, 5, 8, 11]",4,0,2161,2.3019927231704487,0.1135,2.3021340015411376
137,2024-10-24 01:18:51.789094,7,"[3, 5, 8, 11]",4,1,2161,2.3019021784558014,0.1135,2.3021033126831054
138,2024-10-24 01:18:53.329670,5,"[1, 3, 7, 14]",4,0,4577,2.30204765971114,0.1135,2.3020387825012207
139,2024-10-24 01:18:54.868674,5,"[1, 3, 7, 14]",4,1,4577,2.3018945351710305,0.1135,2.3019461910247805
140,2024-10-24 01:18:56.076508,0,[2],4,0,1922,2.302442383175054,0.1135,2.302137157058716
141,2024-10-24 01:18:57.283642,0,[2],4,1,1922,2.302363990752165,0.1135,2.302118058013916
142,2024-10-24 01:18:58.626727,1,"[2, 3, 5, 6, 9, 10, 13, 14]",4,0,2995,2.301973175495229,0.1135,2.3020614459991453
143,2024-10-24 01:18:59.968640,1,"[2, 3, 5, 6, 9, 10, 13, 14]",4,1,2995,2.301864700114473,0.1135,2.3020093326568603
144,2024-10-24 01:19:01.941320,8,"[2, 7, 13]",4,0,8018,2.3021719436721497,0.1135,2.302053824234009
145,2024-10-24 01:19:03.912233,8,"[2, 7, 13]",4,1,8018,2.302001789271594,0.1135,2.301936985778809
146,2024-10-24 01:19:05.078814,4,"[2, 3, 12]",4,0,1612,2.3020307640037916,0.1135,2.3021594425201415
147,2024-10-24 01:19:06.259153,4,"[2, 3, 12]",4,1,1612,2.301976411649496,0.1135,2.302137780761719
148,2024-10-24 01:19:07.223245,3,"[1, 2, 4, 5, 7, 9, 11]",4,0,9,2.2982702255249023,0.1135,2.3021657958984374
149,2024-10-24 01:19:08.191941,3,"[1, 2, 4, 5, 7, 9, 11]",4,1,9,2.2981834411621094,0.1135,2.3021661769866943
